what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365895924133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365895927612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365895929754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365895937799
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365895953917
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365895954235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365895961107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365895995088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365895997921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896007987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896009170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896011278
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365896013708
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896013860
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896028773
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896031354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896040105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896044185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896046557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896048868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896049202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896049391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896050138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896050594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896050917
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1365896067198
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896067361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896078553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896082513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896084628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896086323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896086596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896087323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896106648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896107723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896109834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896121502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896123351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896124743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896133325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896134746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896136862
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896145627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896150875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896152496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896203502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896205553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896207664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896217057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896218365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896220479
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896254410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896270109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896282414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896284070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896286195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365896329794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896344649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896347708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896353473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896353771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896353999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896354184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896354398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896354584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896355048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896355287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896355536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896355773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896355982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896356254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896356502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896356734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896356963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896357307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896358457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896367320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896368775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896384698
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365896385446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896389717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896401683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896409093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896410950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896422821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1365896428303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365896433698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896434557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1365896441307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365896443886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365896444916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896446234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896451062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896458318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896459112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896459963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896460666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896461016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896461801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896468600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365896476286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896477135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896477534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896478006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365896478315
